Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
7192,0,0,226381.1333,5,5,2,5454,4442,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7193,328.4146667,1,709375.68,15,15,1,19019,3513,Long-term,English,AUTO RENEW,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7194,436.852,1,481410.904,19,19,2,5122,2073,Short-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7195,0,0,283746.32,3,3,1,5285,4312,Short-term,European,AUTO RENEW,AUTO RENEW,101-500,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7196,124.1666667,1,8940,6,6,1,18258,1638,Long-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7197,274.4,1,57624,5,5,1,14377,2893,Long-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7198,0,0,437023.9238,11,11,1,12749,3381,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7199,0,0,362238.1714,12,12,2,9096,3385,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
7200,0,0,1364250.067,31,31,1,9325,3267,Mid-term,English,NOTICE,BRANCH (POS),51-100,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7201,215.176,1,512118.88,17,17,2,13448,2339,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7202,0,0,304943.52,7,7,1,16309,2508,Long-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7203,0,0,250280,15,15,1,12674,2635,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7204,0,0,181149.2571,9,9,1,9112,3180,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7205,0,0,592883.5,17,17,1,4982,3523,Short-term,English,NOTICE,MAIL,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7206,550.6666667,1,351876,9,9,1,8686,3745,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7207,0,0,1289268.864,23,23,2,10526,2863,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7208,0,0,90087.77143,20,20,1,8918,2306,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7209,223.9733333,1,411215.04,17,17,1,17695,2073,Long-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7210,0,0,760141.1067,23,23,1,6206,3470,Short-term,English,NOTICE,PHONE,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7211,0,0,1194540.48,18,18,1,8806,3623,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7212,0,0,819704,20,20,1,9370,3051,Mid-term,English,NOTICE,WEB,51-100,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7213,0,0,1294182.72,18,18,1,12445,3673,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7214,221.7041667,1,241214.1333,8,8,0,2188,1485,Short-term,English,AUTO RENEW,PHONE,51-100,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7215,119.1866667,1,278896.8,18,18,1,16462,2147,Long-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7216,0,0,169622.0952,22,22,1,8990,3689,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7217,0,0,116746.6667,20,20,1,14226,1877,Mid-term,Asian,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7218,0,0,157412.112,6,6,1,1981,4057,Short-term,Unknown,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7219,0,0,298909.52,19,19,1,10526,2401,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7220,0,0,270372,5,5,1,12718,4002,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7221,0,0,604360.5333,22,22,2,6115,4442,Short-term,European,NOTICE,WEB,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
7222,0,0,627226.6248,19,19,1,13083,2537,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7223,573.7666667,1,465898.5333,7,7,1,10281,3276,Mid-term,Unknown,NOTICE,MAIL,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7224,0,0,412137.44,12,12,1,8332,3385,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7225,0,0,206016,20,20,1,11121,2684,Mid-term,English,NOTICE,PHONE,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7226,0,0,382636.8,13,13,1,10862,3617,Mid-term,English,NOTICE,WEB,1-5,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7227,693.8933333,1,1276763.733,20,20,1,12186,4478,Mid-term,English,AUTO RENEW,WEB,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7228,0,0,345538.2857,18,18,1,8929,3219,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7229,0,0,173283,6,6,0,12824,2931,Mid-term,English,NOTICE,BRANCH (PHONE),11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7230,407.2190476,1,618972.9524,19,19,1,16491,3845,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7231,361.3142857,1,1033358.857,22,22,1,4482,3516,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7232,0,0,213078.6667,19,19,1,9916,3223,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7233,0,0,63346.28571,18,18,1,12339,3448,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7234,0,0,993392.4,21,21,1,14240,2168,Mid-term,English,NOTICE,MAIL,500+,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7235,364.6933333,1,629096,15,15,1,9902,2793,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7236,0,0,430362.2857,17,17,1,11151,3594,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7237,232.2285714,1,98697.14286,17,17,1,18974,2591,Long-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7238,344.4666667,1,1045800.8,22,22,1,9843,4453,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7239,0,0,993669.6,20,20,1,9568,3476,Mid-term,English,NOTICE,BRANCH (POS),51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7240,533.4666667,1,1856464,24,24,1,10222,3657,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7241,218.4666667,1,329229.2667,11,11,1,9537,3163,Mid-term,English,NOTICE,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7242,0,0,486964.5714,20,20,1,13661,3988,Mid-term,European,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7243,162.6666667,1,129320,15,15,1,16417,2092,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7244,0,0,2539200,16,16,2,4736,3093,Short-term,English,NOTICE,MAIL,101-500,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7245,0,0,283582.3467,19,19,1,10923,1995,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7246,0,0,421281.224,19,19,1,1061,3365,Short-term,English,NOTICE,BRANCH (POS),1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7247,321.8133333,1,440240.64,19,19,1,17756,2574,Long-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7248,0,0,891957.664,23,23,1,12657,3077,Mid-term,Unknown,AUTO RENEW,BRANCH (PHONE),11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7249,105.2826667,1,305109.168,23,23,1,19917,1756,Long-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7250,0,0,157501.8095,23,23,1,2939,2436,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7251,0,0,1742666.8,21,21,1,11881,3521,Mid-term,English,NOTICE,MAIL,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7252,0,0,41814.68571,4,4,0,8455,3488,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7253,516.4095238,1,261303.219,23,23,1,10312,3773,Mid-term,English,AUTO RENEW,PHONE,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7254,0,0,561324.4,21,21,1,12838,3031,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7255,0,0,614738.2143,17,17,0,12139,3109,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7256,283.1428571,1,326180.5714,12,12,1,9964,2956,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7257,0,0,181208.381,4,4,1,4615,3120,Short-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7258,0,0,828426.6667,14,14,1,8778,5773,Mid-term,English,NOTICE,WEB,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7259,0,0,609760,20,20,3,8990,2403,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
7260,0,0,1082744.96,22,22,1,10647,3396,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7261,354.6333333,1,293636.4,18,18,2,13039,2379,Mid-term,English,NOTICE,MAIL,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
7262,0,0,106401.5429,17,17,1,11318,3565,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7263,550.1,1,84715.4,7,7,1,6031,3179,Short-term,English,NOTICE,MAIL,51-100,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7264,0,0,635778,22,22,2,10404,2524,Mid-term,English,AUTO RENEW,WEB,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
7265,0,0,135744,20,20,3,11881,1754,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
7266,0,0,226281.8133,20,20,1,8990,4109,Mid-term,English,AUTO RENEW,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7267,307.2506667,1,82957.68,18,18,1,3845,2136,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7268,270.464,1,646949.888,26,26,3,1569,2080,Short-term,English,NOTICE,MAIL,11-50,Standard,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
7269,330.8666667,1,792094.8,21,21,1,1355,2862,Short-term,English,NOTICE,BRANCH (POS),51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7270,0,0,1732184.16,18,18,1,12323,4522,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7271,0,0,82732.8,18,18,1,15261,2103,Long-term,English,NOTICE,WEB,6-10,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7272,0,0,465782.4,18,18,1,16036,3870,Long-term,English,NOTICE,BRANCH (PHONE),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7273,0,0,498680,20,20,1,11335,2142,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7274,125.8533333,1,327722.08,21,21,1,15001,2215,Long-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7275,0,0,2716080,20,20,1,13144,2471,Mid-term,English,NOTICE,MAIL,500+,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7276,0,0,44586.05714,3,3,1,13265,2366,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7277,0,0,270406.9867,17,17,1,13448,4627,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7278,0,0,278427.8095,19,19,1,10587,2836,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7279,253.4653333,1,393378.1973,16,16,2,19505,2923,Long-term,English,NOTICE,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
7280,1065.133333,1,1227033.6,18,18,1,11683,6798,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7281,0,0,147916.8,18,18,2,9021,2329,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7282,0,0,166271.6571,17,17,1,12445,1874,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7283,0,0,519630.6133,22,22,1,7865,3145,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7284,0,0,169347.1173,7,7,1,2214,2268,Short-term,English,AUTO RENEW,PHONE,11-50,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7285,0,0,250719.2381,17,17,1,9339,2959,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7286,0,0,871043.6,15,15,1,2718,3161,Short-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7287,0,0,1276217.6,20,20,2,11804,5389,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7288,147.2986667,1,56562.688,16,16,1,17009,2086,Long-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7289,0,0,144096.5067,16,16,1,7052,3913,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7290,0,0,1354144.4,21,21,1,8670,3164,Mid-term,English,NOTICE,MAIL,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7291,464.3047619,1,317584.4571,19,19,1,9902,4254,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7292,0,0,196871.68,16,16,1,15001,2115,Long-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7293,0,0,895725.2571,16,16,1,2735,3212,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7294,0,0,303352,15,15,2,9978,2405,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7295,231.9428571,1,577305.7714,19,19,1,12431,2589,Mid-term,English,NOTICE,BRANCH (PHONE),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7296,43.4,1,122388,20,20,2,17801,1371,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
7297,0,0,659688.96,18,18,1,9295,2601,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7298,0,0,1284529.2,19,19,0,10647,3538,Mid-term,Unknown,NOTICE,MAIL,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7299,0,0,223279.2,9,9,1,9431,3749,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7300,0,0,513970.2857,12,12,1,5512,3717,Short-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7301,0,0,19106.66667,1,1,0,9082,2491,Mid-term,English,NOTICE,MAIL,51-100,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7302,509.9238095,1,138699.2762,17,17,1,20405,4581,Long-term,European,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7303,0,0,745724.5714,22,22,3,6035,4041,Short-term,European,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
7304,469.6986667,1,736487.5093,16,16,3,17527,2776,Long-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
7305,0,0,3413124,17,17,2,8427,2683,Mid-term,English,NOTICE,MAIL,500+,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7306,0,0,174542.4,9,9,1,13281,1934,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7307,272.2666667,1,382262.4,18,18,1,10359,2320,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7308,491.6666667,1,684400,16,16,2,9721,2940,Mid-term,English,NOTICE,MAIL,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
7309,0,0,684782.0571,18,18,1,12146,2833,Mid-term,Unknown,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7310,0,0,590903.04,19,19,1,9509,2822,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7311,0,0,103394.1333,8,8,1,11349,3332,Mid-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7312,166.1066667,1,418588.8,20,20,2,13418,2627,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
7313,0,0,3121896.96,18,18,1,5303,3365,Short-term,English,AUTO RENEW,AUTO RENEW,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7314,135.5333333,1,197878.6667,20,20,2,15395,2314,Long-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
7315,0,0,523534,15,15,1,17634,2275,Long-term,English,NOTICE,MAIL,51-100,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7316,0,0,133130.7467,13,13,1,9278,3206,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7317,0,0,480935.2,21,21,1,10739,2904,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7318,0,0,588568.32,19,19,2,9478,3129,Mid-term,English,NOTICE,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
